Name,total_timelines,total_keys,revisions
Niki_Kerameus,3,17,18
Mohammad_Adeeb,2,20,0
Don_Bolduc,3,18,389
Alexander_Pohlmann,0,17,0
Zofia_Czernow,2,11,0
John_M._B._Sill,0,17,0
Alicja_D%C4%85browska,2,11,0
Ma%C5%82gorzata_Seku%C5%82a-Szmajdzi%C5%84ska,4,11,0
Pratapagouda_Patil,1,6,10
Joanna_Frydrych,1,11,0
Anna_Wasilewska,3,11,11
Oskar_Cohn,0,16,0
Monika_Wielichowska,1,11,0
Isaac_R._Harrington,0,17,0
Vili_Bero%C5%A1,1,20,0
Sydney_Allicock,6,32,21
Giosu%C3%A8_Ritucci,0,11,0
Brahmkumar_Bhatt,1,20,0
Miloslav_V%C3%BDborn%C3%BD,0,17,0
Glider_Ush%C3%B1ahua,5,19,0
John_Dill_Robertson,1,36,57
Hillary_Scholten,1,16,45
Leora_Levy,0,11,0
Piotr_Borys,4,11,0
Iskhak_Razzakov,0,12,0
Savion_Castro,1,11,0
Mark_Ronchetti,0,12,0
Carlos_Arana,6,20,0
Miguel_Rosas,4,20,0
William_L._Mauldin,0,10,0
Candace_Valenzuela,1,12,12
Suraj_Patel,0,7,0
Awang_Tengah_Ali_Hasan,8,31,51
Diana_Pokie,3,30,47
Ingrid_Karta-Bink,3,29,19
Mindy_Finn,1,10,85
Golam_Moula,0,32,0
Marija_Vu%C4%8Dkovi%C4%87,2,18,0
Al_Gross_(politician),2,16,172
Hugh_Todd,2,19,17
Hans_Ustrud,0,9,0
Abuzar_Ebrahimi_Torkaman,2,16,1
Habib_Aghajari,0,16,0
Sunil_Deodhar,1,5,13
Mohammad_Hassan_Rahimian,0,16,0
Valerie_Biden_Owens,1,15,0
Caprino_Alendy,4,34,12
Donald_Cyril_Lubick,1,8,20
Henryk_Ostrowski,2,10,8
Rahimullah_Choudhury,0,10,0
Beatrice_Chernock,0,19,0
Hassan_Adan_Wadadid,0,9,0
Jelena_Pavi%C4%8Di%C4%87_Vuki%C4%8Devi%C4%87,4,16,0
Katarzyna_Ueberhan,2,12,5
Alison_Collins,2,6,182
Dorcus_Acen,0,17,0
Lauren_Witzke,0,7,0
Susan_Jolly_Abeja,0,4,0
G._A._K._Dzansi,0,24,0
Nurul_Islam_Sikder,0,32,0
Md._Keramat_Ali,0,42,0
Ajmal_Ali_Choudhury,0,36,0
Youssef_Saheb_Ettabaa,0,25,0
Moustapha_Khodja,0,25,0
Rejeb_Khaznadar,0,25,0
Hussein_Khodja,0,25,0
Mohammed_Aziz_Bouattour,0,26,0
Youssef_Dja%C3%AFt,0,26,0
Mustapha_Saheb_Ettabaa,0,25,0
Ferjani_Bel_Haj_Ammar,0,23,0
Amy_Vilela,1,10,0
Ali_Sher_Hyderi,1,19,0
J._M._Kporvi,0,25,0
Morgan_Harper_(lawyer),1,9,15
Edward_Austin_Horton,0,16,0
J._W._O._Adjemang,0,24,0
E._Q._Q._Sanniez,0,14,0
J._T._D._Addy,0,8,0
Lamia_El_Aaraje,3,12,43
Marcel_Spatari,4,15,31
Morteza_Yazdanpanah,0,21,0
Anatolie_Nosat%C3%AEi,2,19,0
Anatolie_Topal%C4%83,2,15,0
Sergiu_Gaibu,2,15,7
Viorel_Gherciu,2,15,10
Iuliana_Cantaragiu,4,17,13
Dumitru_Budianschi,2,17,17
Sergiu_Prodan,2,17,11
Matti_Maasikas,0,8,0
Jupta_Itoewaki,1,11,7
Nelson_(cat),0,20,0
Fran%C3%A7ois_Haverschmidt_(ornithologist),1,21,0
Evis_Kushi,1,19,0
Ras_Adiba_Radzi,2,13,30
Juarez_T%C3%A1vora_(general),0,23,0
Katalin_Luk%C3%A1csi,4,10,0
Gy%C3%B6rgy_Magyar,2,12,0
Javier_Naranjo_Solano,3,30,5
Finnbogi_Hermannsson,0,9,0
David_Mercer_(political_commentator),1,18,12
Johannes_Kielstra,0,12,0
Johannes_Brons,1,17,5
Arthur_Johan_May,0,10,0
Adriaan_Alberga,0,10,0
Jacques_Drielsma,1,17,14
%C3%81smundur_Fri%C3%B0riksson,0,10,0
Gunnhildur_Fr%C3%AD%C3%B0a_Hallgr%C3%ADmsd%C3%B3ttir,0,11,0
Nader_Batmanghelidj,0,22,0
Abdollah_Hedayat,0,21,0
Jessica_Cisneros,1,10,194
Monique_Ryan,4,29,178
Javad_Bushehri,0,17,0
Keith_Self,1,19,126
Abdelouafi_Laftit,2,13,0
Ivan_Paladina,2,27,15
Joe_Pinion,1,11,57
Gerard_Kassar,1,13,0
Ivan_Lypa,0,48,0
Vitaliy_Borovyk,0,47,0
Hassan_Akhavi,0,23,0
John_Jacob_Withrow,0,15,0
Sof%C3%ADa_S%C3%A1nchez_(politician),2,18,0
Nathalie_Viteri,3,30,37
Paola_Cabezas,5,26,94
El%C3%ADas_Lafertte,0,21,0
Karrin_Taylor_Robson,3,19,91
Sam_Brown_(military),1,15,30
Mike_Ezell,3,18,81
Besim_Tibuk,0,14,0
Anita_Rivas,4,27,0
Diana_Atamaint,5,22,0
Bruno_Pacheco_(politician),2,28,0
Oleg_Dovgopol,1,8,0
William_Finch_(politician),0,12,0
Roger_Jouet,2,13,12
Monica_De_La_Cruz,2,25,66
Claude_Saunier,2,12,9
Nick_LaLota,1,19,57
Mirjam_Krijnen,1,12,5
William_Althaus,0,19,0
Edward_A._Hanna,1,14,0
Alireza_Akbari,3,11,151
Ahmad_Nafisi,0,19,0
James_K._O%27Connor,0,7,0
Francisco_Javier_Gonz%C3%A1lez_de_Castej%C3%B3n_y_El%C3%ADo,0,13,0
Montserrat_Cervera_Rodon,2,14,30
Carol_Dartora,2,12,14
Perry_Johnson_(politician),2,11,106
Nadia_El-Nakla,5,17,10
Angel_T%C3%AElv%C4%83r,2,19,0
Carolyn_Long_Banks,1,13,27
Panke_Bradley_Miller,0,11,0
George_Graham_(Georgia_politician),0,12,0
Q._V._Williamson,0,14,0
John_H._Calhoun,0,15,0
Yevgeny_Domozhirov,4,11,0
Diamond_Garcia,2,13,10
Buddy_Fowlkes,3,22,0
Grenville_Gaines,0,18,0
Hossein_Qoli_Khan,0,15,0
Carlos_Pineda_(politician),3,9,17
Ashleigh_Aitken,1,7,0
Kasidej_Chutimant,5,10,0
